d_fiscal_year,total,total_constant_2019_dollars
2017-2018,22937.51,23645.93
2018-2019,22118.32,22519.34
2019-2020,856454.88,847422.69
2020-2021,871634.64,829866.48
2021-2022,940470.07,872254.70
2022-2023,1092198.32,976095.28
